JobTitle,Company,Location,PostDate,Summary,JobUrl
Front End Developer,Neoscape,"Boston, MA",30+ days ago,"Expert knowledge of modern back-end development and back-end JavaScript (Node.js, Express). A deep understanding of front-end development issues and browser…",https://www.indeed.com/rc/clk?jk=2b1d1e17ed90eb4b&fccid=092dbac332883aef&vjs=3
Full Stack Web Development Associate,University of Texas at Austin,"Austin, TX",30+ days ago,Experience with both front-end and back-end web development. We are seeking a energetic software developer with a solid understanding of web development and…,https://www.indeed.com/rc/clk?jk=863f002aec20df71&fccid=f7282ad3490137c7&vjs=3
Quality Assurance (QA) Developer,Yardline,New York State,30+ days ago,"As a Q uality A ssurance Developer on the Yardline team, you will plan, develop, and execute tests against back-end APIs and front-end applications that are…",https://www.indeed.com/rc/clk?jk=e3418e1d479867f1&fccid=1a6403f5a8617d71&vjs=3
Software Engineer II,Upland Software,Remote,13 days ago,A successful candidate will be able to quickly scale up into a SPA front-end and Ruby on Rails back end. Work with support team to fix any bugs that arise in…,https://www.indeed.com/company/Upland-Software/jobs/Software-Engineer-23ffb3669f806c2e?fccid=b29545c1d183062e&vjs=3
Data Analyst,North Carolina Dept of State Treasurer,"Wake County, NC",7 days ago,"Work with data engineers and data architects to define back-end requirements for data products (aggregations, materialized views, tables, visualizations);",https://www.indeed.com/rc/clk?jk=e7daa4ddaf27adcd&fccid=d7d01a85ca84ff20&vjs=3
"Senior Engineer, Front-End and Data Science",Dermalogica,"Carson, CA",30+ days ago,"As a front-end developer, this role will be responsible for developing, deploying, and maintaining front-end code bases for a handful of projects, some of which…",https://www.indeed.com/rc/clk?jk=c5cdf6a6f52d198b&fccid=72f866b0472f5398&vjs=3
Product Manager,Stanford University,"Redwood City, CA",5 days ago,"Collaborate with front- and back-end developers, partners, and leadership as the Product Manager for Stanford Mobile.",https://www.indeed.com/rc/clk?jk=f4f5dd00eb021b8c&fccid=1ba7f338730ce720&vjs=3
React Web Developer,Cryptospace,"San Pedro, CA",30+ days ago,Collaborate with back-end developers and web designers to improve usability.,https://www.indeed.com/rc/clk?jk=c5a8a341bbefae88&fccid=dd616958bd9ddc12&vjs=3
"EHR/EMR Electronic Health Record Data Analyst-Tucson, AZ",Easterseals Blake Foundation,"Tucson, AZ",5 days ago,Proficiency in training end-users with varying levels of technology skill. The EHR Data Analyst will also assist in maintain the back and front-ends of EBF’s…,https://www.indeed.com/rc/clk?jk=dca5fe56e3debaa3&fccid=a0e8f51dc8698ebb&vjs=3
"Director, Quality Engineering",S&P Global,"Richmond, VA",30+ days ago,"Develop and implement quality test infrastructure across multiple channels including web, mobile, service layers, back-end, and integration.",https://www.indeed.com/rc/clk?jk=f59e4839b2a988da&fccid=b716e44d2c6283e7&vjs=3
Python (Django/Flask) Developer,Trood,"New York, NY",30+ days ago,"Professional knowledge of Python, Django, or Flask. High professional motivation and ambition. Knowledge and experience in the application of design patterns,…",https://www.indeed.com/rc/clk?jk=a5fe3ba2a2ecdbe2&fccid=dd616958bd9ddc12&vjs=3
"Content developer, Digital",Tapestry,"New York, NY",30+ days ago,"Managerial Courage: Doesn’t hold back anything that needs to be said; provides current, direct, complete, and “actionable” positive and corrective feedback to…",https://www.indeed.com/rc/clk?jk=aae247fec17644c7&fccid=4b0e713ef50478fa&vjs=3
WordPress Developer,Catena Media,United States,15 days ago,"Strong understanding of PHP back-end development. Will be responsible for both back-end and front-end development, including creating WordPress themes and…",https://www.indeed.com/rc/clk?jk=eafbad95eb84aba1&fccid=8caed17547b5ffdd&vjs=3
Python developer,VAUXOO,"Colima, GA",30+ days ago,You enjoy coding by hand as well as using frameworks. And you’re full of ideas. You work on a certain framework or existing apps.,https://www.indeed.com/rc/clk?jk=f7669fcbd77ecd11&fccid=5293418a7e661884&vjs=3
Front End UI Developer,Frontier Communications,"Frontier, ND",30+ days ago,Work with interface designers and back-end engineers to ensure design integrity across the Frontier suite of websites. Experience with Sitecore a plus.,https://www.indeed.com/rc/clk?jk=b8a3d8aa07ffc1e9&fccid=81d1e68cec787077&vjs=3
Full-Stack Software Engineer,walrus.ai,"San Francisco, CA",30+ days ago,"Through a combination of human intelligence and computer execution, we offer quick and reliable monitoring and testing from simple, plain-English instructions.",https://www.indeed.com/rc/clk?jk=e36800dc20fe3171&fccid=5895c70dd829be30&vjs=3
Learning Experience Information Architect,Southern New Hampshire University,Remote,6 days ago,"8+ years of experience in an Information Architect or Content Strategy/Content Development role, specifically designing and developing information architecture…",https://www.indeed.com/rc/clk?jk=91ac8a0d50a633b0&fccid=10119bc008fd8b8d&vjs=3
Senior Front End Developer,Power Costs Inc,"Norman, OK",30+ days ago,"Assure that all user input is validated before submitting to back-end. For almost 30-years, PCI has set the standard for developing customer-focused, customer…",https://www.indeed.com/rc/clk?jk=8ed93b95de582533&fccid=92594dc01ef697d2&vjs=3
Reporting Developer,DISH,"Englewood, CO",5 days ago,The department also provides support for back office operations and processes. Act as a consultant for internal customers to ensure the ideal end product.,https://www.indeed.com/rc/clk?jk=f728f54a1381bb73&fccid=3c371b712ace44cf&vjs=3
Web Developer - 0621 (REMOTE),Miles Partnership,Colorado,29 days ago,"Integrates data from various back-end services and databases. Remote (CO) - City Flexible, CO. 5+ recent years of experience developing modern websites and…",https://www.indeed.com/rc/clk?jk=b1d3804de19bc11b&fccid=3782268a3b9eb6cb&vjs=3
"Senior Software Engineer, Back-end - Platform Experience",Twitter,"San Francisco, CA",30+ days ago,Our platform serves thousands of internal customers running the thousands of services that make up our product.,https://www.indeed.com/rc/clk?jk=99ec408c266da2ce&fccid=7a3824693ee1074b&vjs=3
Head of Data Engineering,Barings,"Charlotte, NC",14 days ago,"As the head of the Data Engineering, you will be responsible for developing people and data products with your experience as a leader using modern data…",https://www.indeed.com/rc/clk?jk=e3f1c10da149629e&fccid=de8f3ae4683650a6&vjs=3
Website Developer,Weston Baker Creative Group,"New York, NY",30+ days ago,Capable of taking full responsibility for front- and back-end development of websites and apps. 1+ years experience within a dedicated website developer role.,https://www.indeed.com/rc/clk?jk=66a888895307cdb0&fccid=ab7ac3fdb8e6adbe&vjs=3
"Front End Developer, Mid",Booz Allen Hamilton,"Honolulu, HI",30+ days ago,"You’ll work with data scientists and back-end developers to create a seamless user experience using JavaScript, HTML, CSS, and modern web application…",https://www.indeed.com/rc/clk?jk=3e2cc68edee49a1d&fccid=4e041af1d0af1bc8&vjs=3
Back-end Engineer (Python),CartPilot.,"Chicago, IL",30+ days ago,1-2+ years of industry experience with Django/Python. Solid understanding of Agile development practices and Lean Software Development principles.,https://www.indeed.com/rc/clk?jk=b4ac68e9141d6ba7&fccid=896b9a72a9000e14&vjs=3
Front- End Architect,Stanley Black & Decker,"Miramar, FL",30+ days ago,"Creates, reviews and delivers end-user documentation (user guide, process flow charts, training materials) and training for accuracy.",https://www.indeed.com/rc/clk?jk=9cc21aefdded2952&fccid=d30328706976dba9&vjs=3
Junior Developer,Tecture LLC,"Chicago, IL",30+ days ago,"We offer generous vacation time, scheduled summer half days, and a nice end-of-the-year break. AWS Serverless Microservices - Angular front-end, Node.js backend…",https://www.indeed.com/rc/clk?jk=c3e0a41d86fee32f&fccid=25b377b3d374d9b2&vjs=3
IT Engineer (Remote - US),DISQO,Remote,30+ days ago,"If you have a proven track record of delivering such systems to internal customers, then this role is for you.",https://www.indeed.com/rc/clk?jk=33cd0e45907c7cfc&fccid=d1c06181f167b1a4&vjs=3
Sr. Lead Software Developer,S&P Global,"New York, NY",30+ days ago,"We are looking for a self-motivated, enthusiastic and passionate lead software developer to work on the next-generation real-time financial data web platform.",https://www.indeed.com/rc/clk?jk=f377db4d61a23034&fccid=b716e44d2c6283e7&vjs=3
"Sr. Systems Analyst, Testing",Kohler,"Kohler, WI",30+ days ago,"Lead end-to-end testing initiatives throughout the entire development process with a strong focus on performance testing, stress testing front end, back end…",https://www.indeed.com/rc/clk?jk=dc4683ea69f73689&fccid=c218388758b942e1&vjs=3
"Content developer, Digital",Tapestry,"New York, NY",30+ days ago,"Managerial Courage: Doesn’t hold back anything that needs to be said; provides current, direct, complete, and “actionable” positive and corrective feedback to…",https://www.indeed.com/rc/clk?jk=aae247fec17644c7&fccid=4b0e713ef50478fa&vjs=3
Full-Stack Developer - ProtoLAB,Baylor University,"Waco, TX",11 days ago,"Develop user interfaces, databases, and back-end applications. Experience using JavaScript frameworks (Node.JS, Angular JS, React, etc.), front-end Python…",https://www.indeed.com/rc/clk?jk=ca55bfb6cec7f8ce&fccid=b0759f3f30d5829c&vjs=3
Back End Software Developer,Firefly Aerospace,"Cedar Park, TX",29 days ago,"As a member of a startup organization, you’ll have the opportunity to truly drive the creation of data analytics platforms, enterprise resource planning systems…",https://www.indeed.com/company/Firefly-Aerospace/jobs/Back-End-Software-Developer-5b13125e913590f9?fccid=1a89f225d22439f1&vjs=3
Frontend Developer - ReactJS,"AmTote International, Inc.",United States,30+ days ago,JS Developer. You will be responsible for mostly front-end and some minor back end development using a combination of the latest tools and technologies to build…,https://www.indeed.com/rc/clk?jk=be79a2070081c4b0&fccid=6016b7b58f3df6ee&vjs=3
Front End Web Developer,Master Spas,"Fort Wayne, IN",8 days ago,Possess an in-depth understanding of HTML5 and CSS3. Basic understanding of CSS pre-processing platforms such as SASS. Have some experience utilizing Git.,"https://www.indeed.com/company/Master-Spas,-Inc./jobs/Front-End-Web-Developer-f53b8f5e62efccfb?fccid=b59b06bfc1b5d778&vjs=3"
Web Application Developer,UC San Diego,"San Diego, CA",13 days ago,Design and implement modifications to back end relational databases in support of any application code revisions. Resolves a wide range of issues.,https://www.indeed.com/rc/clk?jk=ff20469baaea4551&fccid=10b5a4abcc6bf067&vjs=3
Junior Developer,Tecture LLC,"Chicago, IL",30+ days ago,"We offer generous vacation time, scheduled summer half days, and a nice end-of-the-year break. AWS Serverless Microservices - Angular front-end, Node.js backend…",https://www.indeed.com/rc/clk?jk=c3e0a41d86fee32f&fccid=25b377b3d374d9b2&vjs=3
WordPress Developer,Thee Digital,"Raleigh, NC",30+ days ago,"Strong understanding of PHP back-end development. Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery.",https://www.indeed.com/rc/clk?jk=8f98d51a641f2b0a&fccid=b6a4d7decd21ec15&vjs=3
Software Developer,Dark Wolf Solutions,"Herndon, VA",30+ days ago,Experience with front-end and back-end development. Our software engineers are asked to solve challenging problems for customers and have a direct impact on the…,https://www.indeed.com/rc/clk?jk=a4ef80cc73b34642&fccid=06ae465446de20ec&vjs=3
"Full-Stack Web Developer I, II, III",Johnson Health Tech,"Madison, WI",25 days ago,Our brand web developer has a flexible schedule that includes an adaptable start/end time and the ability to work remotely some or most of the time.,https://www.indeed.com/rc/clk?jk=5fb115a45557783f&fccid=be5344ad7b3c8b15&vjs=3
Senior Software Developer,IBM,"Littleton, MA",12 days ago,"Strong front-end development and debugging skills. Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide…",https://www.indeed.com/rc/clk?jk=2e8f541f18ead006&fccid=de71a49b535e21cb&vjs=3
ServiceNow Developer,(ISC)2,"Clearwater, FL",30+ days ago,Work with key business stakeholders to identify needs and gaps between back-office platforms. Exceptional customer service skills; works and communicates well…,https://www.indeed.com/rc/clk?jk=a5c6b9c0d826964b&fccid=150cfeb34c8630d9&vjs=3
Web Application Developer - Illinois Fire Service Institute,University of Illinois,"Urbana-Champaign, IL",19 days ago,"Experience in building applications using MVC design principles, creating reports for visualization, and creating back-end API code.",https://www.indeed.com/rc/clk?jk=f511ddbf82b06bc2&fccid=b45314de4ac61844&vjs=3
Ruby on Rails Developer,Dealerware,"Austin, TX",30+ days ago,"Experience developing the back end of web applications. Three years ago, we burst onto the scene with a promise to reduce costs and elevate the customer…",https://www.indeed.com/rc/clk?jk=e89ab856086bf569&fccid=98a6ad68f35d54a0&vjs=3
.Net Developer - eCommerce Solutions,Brilliance Business Solutions,"Milwaukee, WI",15 days ago,3+ years’ experience as a developer. Net Developer with a love for programming and supporting the needs of clients. NET web applications from scratch.,https://www.indeed.com/rc/clk?jk=4baaf270987ba77c&fccid=c63a12c8a850b2f2&vjs=3
100% Remote - PostgreSQL DBA,CompuGain,"Bethesda, MD",30+ days ago,"Lead in developing, managing and testing back-up and recovery plans. Perform database administrator tasks including monitoring user access and security,…",https://www.indeed.com/rc/clk?jk=4d82b58d6a96f953&fccid=ff18f364027a8aaa&vjs=3
